,meanSpecCentroid,stdSpecCentroid,meanSpecBandwidth,stdSpecBandwidth,meanSpecContrast,stdSpecContrast,meanSpecRollof,stdSpecRollof,meanSpecFlux,stdSpecFlux,meanZCR,stdZCR,meanTempo,stdTempo,meanMFCC_01,stdMFCC_01,meanMFCC_02,stdMFCC_02,meanMFCC_03,stdMFCC_03,meanMFCC_04,stdMFCC_04,meanMFCC_05,stdMFCC_05,meanMFCC_06,stdMFCC_06,meanMFCC_07,stdMFCC_07,meanMFCC_08,stdMFCC_08,meanMFCC_09,stdMFCC_09,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,meanChromaSTFT_01,stdChromaSTFT_01,meanChromaSTFT_02,stdChromaSTFT_02,meanChromaSTFT_03,stdChromaSTFT_03,meanChromaSTFT_04,stdChromaSTFT_04,meanChromaSTFT_05,stdChromaSTFT_05,meanChromaSTFT_06,stdChromaSTFT_06,meanChromaSTFT_07,stdChromaSTFT_07,meanChromaSTFT_08,stdChromaSTFT_08,meanChromaSTFT_09,stdChromaSTFT_09,meanChromaSTFT_10,stdChromaSTFT_10,meanChromaSTFT_11,stdChromaSTFT_11,meanChromaSTFT_12,stdChromaSTFT_12,meanMelScale_01,stdMelScale_01,meanMelScale_02,stdMelScale_02,meanMelScale_03,stdMelScale03,meanMelScale_04,stdMelScale_04,meanMelScale_05,stdMelScale_05,meanMelScale_06,stdMelScale_06,meanMelScale_07,stdMelScale_07,meanMelScale_08,stdMelScale_08,meanMelScale_09,stdMelScale_09,meanMelScale_10,stdMelScale_10,meanTonnetz_01,stdTonnetz_01,meanTonnetz_02,stdTonnetz_02,meanTonnetz_03,stdTonnetz_03,meanTonnetz_04,stdTonnetz_04,meanTonnetz_05,stdTonnetz_05,meanTonnetz_06,stdTonnetz_06,genre,id,y
0,-0.7506410448241924,-0.6057354886306116,-0.5069218895370033,-0.4433156297376215,-0.18226908186449808,-0.5183656792055491,-0.6966305364989062,-0.4312150955360221,-0.2159979975350914,-0.5497104518216521,-0.7918461168230891,-0.8257512568987094,-0.3933333333333331,-1.0,0.08578648207671458,-0.4714342805000753,0.4696680748840037,-0.13862531538071488,0.08652952011322479,-0.4141276924272974,-0.2202065015937143,-0.5944338614091376,0.2515191146995671,-0.8024083563200607,-0.004797245143928069,-0.689501458335635,0.4614870601366322,-0.5580087725371979,0.0035820017914346687,-0.09742396118482932,0.5361435516760057,-0.5038695222476749,-0.13259630617538615,-0.5680730328565041,0.27685381361266354,-0.7603176875066697,0.03218712734778965,-0.7144292976349711,0.17113402030055588,-0.5871212538161237,-0.5019138911663757,0.07859980104048557,-0.4615932026064261,0.0985181331284386,-0.17391948769897247,0.3977750470570873,-0.03466164208338607,0.3585359756541881,0.007964890216695109,0.3867837491093051,-0.5562166425432208,0.04605657726089163,-0.6137444007435136,-0.2267321809795727,-0.25242627676542473,0.6119281399992359,-0.3154932435852763,0.05307357178612837,0.09901455239033652,0.6115890746367351,-0.5176979748532076,0.00029262301500621035,-0.4845466435946386,-0.11000207424263753,0.4288738660603579,-0.9805837869030426,0.4449424196667554,-0.45910271453898205,0.5859869583742408,-0.6446752055369912,0.41335329186247904,-0.6430362970414903,0.3298943287590506,-0.8118618470404428,0.238469219555712,-0.5194743353225016,0.07319110615366868,-0.7612077139259992,0.12853684898252635,-0.7116756680691861,0.2316512433170793,-0.5117954094523701,0.2350772286272648,-0.5494403585368879,0.3759745613777244,-0.044199091554674164,0.1049319822757592,-0.2574626370977372,0.12581888906480276,-0.1026500744541683,-0.2289285704903566,0.24860398089764235,-0.001308284205691207,0.17372691820793285,-0.35243676438449073,-0.2449429704151984,jazz,69,5
1,-0.3895522462591005,-0.6671780330481378,-0.08933580002860575,-0.6080372260101391,-0.13164794343813524,0.5682069725038901,-0.14276683957089986,-0.4103360551994191,-0.4649892162466511,-0.5750380490328649,-0.7293103305202187,-0.8682604693448841,-0.2436363636363632,-1.0,0.5337489556718664,-0.790328844966148,0.10331834689042596,-0.5853738467840272,-0.06954544174497412,-0.777942063975313,0.3285413179388528,-0.8982828833667942,-0.17324355160882662,-0.8977965574322821,0.6892949387416171,-0.8007961919799925,-0.030615444304218583,-0.6862412471843036,0.6355038201166299,-0.710958072166554,-0.10193068004193799,-0.761756090985229,-0.07566004814004923,-0.7061127592416871,-0.17352071778473574,-0.8898942958027487,1.0,-0.7484735242543212,-0.03307891998788448,-0.7239481567411444,-0.1525666943137507,-0.040597053993808974,-0.31363075499461524,-0.04943248900072539,-0.08215028538563729,0.0804453827327638,0.33462116284714183,0.2121812778186043,0.3324084053122238,0.24872073029775765,-0.07280724044381337,-0.0567201684070513,-0.3641269061918553,-0.4536804103697503,-0.2852556774544672,-0.07907867420363601,0.05687704401407734,0.07363024870588397,0.5155797358195362,0.23570923580541736,0.2903406077649684,-0.04762688656914782,0.4894739259657046,0.16423093272880984,0.3155564486030259,-0.7714925150140111,0.4725024115049477,-0.8756375433964282,0.564266723064668,-0.7753378348948461,0.8545514482896334,-0.9134293385077314,0.8109732991278222,-0.8789227738053316,0.7635087495400532,-0.8826312475410493,0.7435368657865351,-0.8962126862456481,0.7011414998041839,-0.754338687309738,0.719166939717744,-0.747363378879836,0.6174913498447515,-0.7314968769189478,0.056158004454173086,-0.3405999457392468,-0.15719887606653274,-0.6107391384175902,0.15397695178274262,-0.408949844815136,0.07232078259336816,-0.41793947648024987,0.19320527348385316,-0.7481934780596025,-0.2867597710120847,-0.6088707408851437,metal,90,6
2,-0.8112268945735903,-0.6813577991460609,-0.6536626016495116,-0.4925459592543242,0.31391662135081244,-0.2650004459569624,-0.7022824598261042,-0.4408948909021798,-0.3583464962743623,-0.3999429097742694,-0.8669454886438132,-0.8958677321541928,-0.06399999999999982,-1.0,0.004145804640891315,-0.34521694021081795,0.4737683394101444,-0.17354355774346295,0.09076797598541904,-0.4927460445996536,0.2914374627773065,0.027262786312172604,-0.06969499176547123,-0.34015479786921554,0.08468736367661506,-0.2449631831169212,0.301737245911644,0.000989462460193824,0.17930195673245602,-0.04254346559748323,0.02267793742636948,-0.4102874131648549,-0.3704756850219901,-0.43240291507607,0.2255409431384004,-0.7453027842100721,0.020891648534851967,-0.9082527508957796,0.11431412667503317,-0.6590012600525872,-0.5005661841030452,-0.16135722944645126,-0.6737560478846876,-0.2923667218681443,-0.6769441977535123,-0.4394391129499461,-0.11121926888623046,0.6269513817104455,-0.4612341128908094,-0.02365011489103286,-0.4973533900760562,0.3717604689113376,-0.3903497550947129,0.3031344473761075,-0.5419151089612745,0.043872039281886765,-0.5273450467134557,0.4007295849030728,-0.5872817141936384,-0.09618772074360392,-0.3390647249583696,0.28083114379586194,0.12174622215385765,0.9876569542552764,-0.15286256508413545,-0.6118125998259333,0.2304704185354325,-0.5614508854800951,0.5029681714455788,-0.7211357661407582,0.4812162229778421,-0.6270087363314049,0.2362746722378911,-0.45811520850887605,0.2887742289650256,-0.6697761778393505,0.3431512393376575,-0.573474440700858,0.31605253090384433,-0.29501067577505924,0.5628737400591699,-0.12963909532023754,0.6238156690561281,-0.4281260193418398,-0.2717002998610558,-0.365759220527783,-0.33061428894813105,-0.26362713868346555,0.3980261359418072,0.07899908127483357,-0.03550793051316668,-0.32002492032053986,0.0317076778618229,-0.1981207758324086,-0.21165126891322614,-0.4207108027554785,jazz,6,5
3,-0.05365234322672885,-0.7136939030046849,0.10300408514930304,-0.7254819075069355,0.00041326373348038464,0.4682684110938669,0.15373603287039628,-0.550331032669474,-0.4065094173109569,-0.6196917434162801,-0.3459799015824807,-0.7524996025674217,-0.15809523809523784,-1.0,0.4767883208592777,-0.7229760861371763,-0.12863136518176774,-0.7792549494169863,-0.07355410202308213,-0.5242354632901509,0.4317040988776245,-0.6674317259845429,-0.2589194130413485,-0.7133293095828126,0.5041381531854622,-0.4703881513012637,-0.3665430061632816,-0.3821210552260601,0.6086821705581459,-0.447373635369515,-0.5871992582652342,-0.2523472634531405,0.2769909506887849,-0.4590665892564401,-0.4289724919105492,-0.7135889691560987,0.4326875783643599,-0.7872562197531462,-0.02117903024279893,-0.7216428338801192,-0.3376155354145136,0.05996642242517303,-0.425489645829856,-0.056653616638392634,-0.3213945185003469,0.054299323979658976,-0.0025166859877456807,0.17726478715356153,0.2934654181291658,0.4514108097084264,-0.1315303435947378,0.1566290156378256,-0.21031806469212844,0.03718412707559926,-0.2588117299097189,0.051294624161029256,0.00814019169878799,0.2351583276503808,0.3895639532676893,0.6787423528982499,-0.2607477218695584,0.06936485920503442,-0.11430341779659504,0.123493984987187,0.1960986800649792,-0.5495768341045959,0.14442346331880745,-0.5299947804746455,0.33451103399213844,-0.6382556841038749,0.5551230141751762,-0.8312477733659029,0.4874693977958589,-0.7366290767718782,0.6004886406241313,-0.6481528256585908,0.6034159349403664,-0.5711155564487381,0.5148332748912999,-0.7695224830534875,0.5610196504673981,-0.6413563023094693,0.5867641581171,-0.547817213179307,0.181603037672409,-0.5379708329911457,-0.10227658899166638,-0.6212327333094771,0.07405976530335548,-0.4783727172466411,0.15211702898660934,-0.42238089766794,0.11444152319524373,-0.6281198161849465,-0.26250535617211906,-0.5819676963204075,rock,68,9
4,0.1936804226563236,-0.6247249837517417,0.1836194484740874,-0.6253972279240809,-0.6884188008610171,-0.8301452017866723,0.23598639076356756,-0.4981141860148548,0.018386714571873464,-0.25567062889391634,0.010895632618852069,-0.6118063884013434,-0.15809523809523784,-1.0,0.764214099259026,-0.6510442039208011,-0.4428269536184135,-0.6510829548704754,-0.1279002636687358,-0.43749024662767405,0.06560283405840972,-0.16332220731954705,-0.09023793107630246,-0.352890932665656,-0.03283032224863869,-0.22820267290217844,0.31006032919973314,-0.16645349072871274,0.1937324746878695,0.16089739574990736,0.2158493573840083,-0.4425641340955713,-0.17532482433555008,-0.27391158283169004,-0.15403532353991015,-0.6608849537193492,-0.009791073063760654,-0.7139735616513423,0.24351857162192606,-0.7389305100357063,0.14425099012563702,0.1818966247904723,0.25348840056330424,0.2598186472365598,-0.03764359405549489,-0.06245854983210375,0.07459072303008285,0.2828920131828321,-0.011971446018859577,0.2838658608989841,-0.2510898682611108,0.1772742970753638,-0.04630158001235385,0.12683894432262874,-0.19638983483593875,-0.15730167921748073,0.1164158160570652,0.2764185020681018,-0.12670047257978134,-0.04352635783217651,-0.14706286826074133,0.0384283683227844,0.40293227089509004,0.3164264168576589,0.2134409153029732,-0.42244412298420064,0.38875152335574575,-0.3365238261888813,0.47065906717084,-0.3615990901498264,0.41176985453226345,-0.2397597677988149,0.4408336092339516,-0.04731252454091739,0.41656751138946996,-0.2257019889129437,0.4359204360963036,-0.20454745605313265,0.5015880778485134,-0.3246188072196892,0.5571101591424044,-0.37489437854012175,0.7422226467945026,-0.4641286768667096,-0.14484901535739747,-0.8161207199350848,-0.21362790531953668,-0.7151630201592816,0.20766434928387792,-0.5864312863876429,0.0776476600122897,-0.6984994011920981,0.10044022834795363,-0.7367280475145662,-0.26653724599786666,-0.8068816792003634,disco,6,3
5,-1.0,-0.7409145574411222,-0.9211114496979056,-0.6051216495981673,0.06484014213760059,-0.5040005797794356,-0.8969143721221361,-0.6282305660112748,-0.8243221132150217,-0.3832549469589771,-0.943073846332578,-0.94393083336744,0.04000000000000048,-1.0,-0.2292999051692928,-0.5354127670071079,0.6497984421920779,-0.3066577243172802,0.34601086761204136,-0.5227758622548606,-0.2652085836779692,-0.4596272043477583,1.0,-0.5127890556388984,0.2757510763679463,-0.7139967638402527,0.41097861734737,-0.6979178113462421,0.2717319372674734,-0.6000014271913484,0.5472023360264575,-0.7272253709375611,-0.3888118099095291,-0.4555378746430876,0.4459462215347792,-0.7944833789952089,0.15056985417069293,-0.7169062429817223,-0.17072281999114314,-0.8161156722689145,-0.04381473469235364,-0.09068817103588822,-0.7439324367013953,-0.6348367114925527,-0.7765406348505395,-0.4171422480782895,-0.5050815173527267,-0.1547198367761683,-0.17026452999067565,0.17398049474222455,-0.22750154794165856,-0.01824002902289812,0.6031239516551665,0.1784625345891444,-0.2782351665065817,-0.4706523488661092,-0.458204509019341,0.08457339553315024,-0.18981642945786248,0.4265964087539067,-0.0489875825548558,-0.09021467917565706,0.8298228226332998,0.037616062260604544,0.10304759832648892,-0.6200319951451427,0.258079194598567,-0.6768705205235229,0.3087842125227724,-0.4773628355882494,0.5325336901360429,-0.7451380070422355,0.5237445502217617,-0.5153759118636929,0.4072587068717735,-0.7243636797401523,0.4690656792650975,-0.4291809530807744,0.33513176102726644,-0.46303353915624895,0.5332893202716708,-0.4382259580686332,0.6132274584992211,-0.33382654129102496,0.6959935633381149,-0.145055265894922,-0.7377130828540627,-0.2067980469286116,0.2632976628946604,0.17623415105015414,0.1684147090913838,-0.6359704635708585,0.014893470266062553,-0.3441826285990424,0.01265226522265872,-0.19173444189887456,blues,93,0
6,-0.03488072191854608,-0.38148302623081,0.3945761081320842,-0.5339605279956566,-0.3648923233635975,-0.4683533918576706,0.2164401559236744,-0.20751110036550224,-0.2663598008951411,-0.3773363003824084,-0.5204096027616654,-0.6796825085532575,-0.4591999999999998,-1.0,0.5351820111871143,-0.6734765731992676,-0.23864723761938897,-0.6179526423880439,0.3154754159221521,-0.6563053459545991,0.11307584456943998,-0.5931824836707922,0.4835088662121679,-0.5973492044838622,-0.07427849353208618,-0.5820086880452706,0.18230725706178053,-0.5828257702093144,-0.13031245363723665,-0.21597700531469435,0.2888814560228421,-0.6072261189920559,-0.3358880049514128,-0.3160509954400001,-0.14473214929275674,-0.7959966169002393,0.12168267935622686,-0.7143221170162339,0.42126043966375215,-0.5485375991444632,0.05241147692867698,0.4783839255811842,-0.030848406469248024,0.3627798946165104,-0.1122744395985248,0.27163071123167826,-0.2021692359632176,0.033548225442479485,-0.1649249303276632,0.14331696988023213,-0.4400464457690969,-0.018965991403635085,-0.4881833811501684,-0.2645532866080476,-0.3788450984875097,-0.01933481140530935,-0.30729347594389,-0.08229133455050874,0.16913116613329415,0.363621094272804,-0.016902030509110544,0.2020853421238411,0.1127789791195566,0.2617972069019492,0.08389034041528498,-0.2684565154078036,0.20891107887483604,-0.5498814272192822,0.4062767930072172,-0.760780245680047,0.5965511491104576,-0.737945969958968,0.645182376829641,-0.7756011465228689,0.7222886136786772,-0.8300688977701911,0.6758647580552309,-0.8065391512758915,0.6963417732011378,-0.8039677754193578,0.8126968765828109,-0.7777307203680464,0.7743819367803797,-0.4954806658695201,0.2322182283607105,-0.6410678742077432,-0.18532568477476152,-0.5949680560082721,0.16146191376872296,-0.4155722117431261,0.044341380079177435,-0.3585157751404593,0.0635929411378677,-0.6508891331804387,-0.21176800844553093,-0.62711334160313,country,42,2
7,-0.11070008218841476,-0.2938331147926244,0.1224800252208038,-0.6157481068188937,-0.08813675643784524,0.6600561631734154,0.1219935424297074,-0.23939175797259396,0.23678609818518925,-0.08010535421230491,-0.38074966599450655,-0.3478576633351365,-0.15809523809523784,-1.0,0.5690491466268157,-0.5921532784371186,-0.030718312023954145,-0.4126978241303153,0.1410044518432005,-0.671805724456379,0.2501917139038511,-0.5606443992776501,-0.4129033009933925,-0.6625624779000504,0.34487320660903475,-0.4001816659599636,-0.4855607152931261,-0.3503008289690541,0.3368645731614535,-0.32802676801295605,-0.4692700866676368,-0.4581624636937093,0.2270438068328717,-0.35566371509290096,-0.3775456539100488,-0.6437268042183735,0.7026538842300881,-0.7337319468717588,-0.3832106404706459,-0.5677994982461726,-0.1747093002878366,-0.22909700266556846,-0.05605456563504752,0.14223185665738813,-0.043980959590644415,0.022613387378264568,-0.0291020109929383,0.1548116009932361,-0.07807121945762541,0.2389748637272957,0.05419203845779785,-0.10750930448803286,0.8361268672799713,0.028222079188503724,0.04353678157786933,-0.11109168197308916,-0.3056655761941569,-0.06709233658973024,-0.17361186777964166,0.038732955451506346,-0.2137573408724619,-0.021938883364499784,0.2869539742384366,0.2257885193699176,0.07219575110741377,-0.4214822860633678,0.38981645686530825,-0.5638764061722146,0.4738876991655092,-0.5307961434461407,0.5797599555212226,-0.5857798683286717,0.6266917379348673,-0.5860062315738883,0.5868537671319238,-0.6971164502974652,0.6509795144181605,-0.6015835657571398,0.6331843585369838,-0.6927141968313498,0.5867865166409344,-0.7696005267219019,0.675294583376735,-0.7888267162496696,0.04912423984249771,-0.9106315426437716,-0.1913129281362666,-0.8505385437615418,0.3494967212666673,-0.6500531083025191,-0.05598567189725033,-0.8150548198315355,0.04215645112559521,-0.7901777847666771,-0.2349502585345047,-0.8891650261784599,disco,99,3
8,0.5608817588391097,0.2655618124415262,0.8375364633695079,-0.5433857943041022,-0.3879541464996787,-0.5325074473280871,0.8471873624977537,-0.08301444182774398,0.07281348387826059,-0.1710470433375294,-0.08712356958516931,0.09230557961535137,-0.7651612903225804,-1.0,0.5575999782967991,-0.3597369112884261,-0.5038914342572073,-0.09059570722829703,0.5206740269111076,-0.11442471985477345,-0.3172606561972634,0.05776161780277622,0.4253475442988465,-0.3467046348099381,-0.3750635665540234,0.4488940522483953,0.4755961112089114,0.1253457291151021,-0.1342586594762512,0.9999999999999998,0.5972936288387081,-0.1841715767077632,-0.030924147365238405,0.02450321721105086,0.03814716865981765,-0.3302065787305587,0.03647806684800935,-0.6095722773524037,0.22559629277682364,-0.4154707557889501,-0.1589330347292366,0.3837432451968883,-0.24355999327251174,0.33213570097839784,-0.14836242138421551,0.4254650962619966,-0.10891692362914353,0.29002256412392025,-0.06270056204946517,0.5101928631389372,-0.3864622355307109,0.0551422978678473,0.06953938834676943,0.5824339455101781,-0.3127462228663238,0.11018656618760404,-0.4858195308773866,-0.0019106599213638555,-0.3376959947843684,0.14974971125698788,-0.31587008019064744,0.20824399021431492,0.11086032535579626,0.5719924392294293,0.4605978278601674,0.4460642870508376,0.4302582622675564,0.3369341521495317,0.3871192748616491,0.3108935710623564,0.3428831579724524,0.16507245512534818,0.3648375605766071,0.2543590440395507,0.3271741038581459,0.03978986497195525,0.3240232606634121,0.009286728475738748,0.4089558472185549,-0.06705009156834185,0.4483564461271393,0.19368920151093594,0.5908374464025469,0.0905441915530336,0.06737158644577101,-0.8478426594638735,-0.16548228741462356,-0.7174533823813399,0.26477546281852044,-0.6840410865788285,0.024229906995368408,-0.65219855991237,0.16081504147419173,-0.7817087017174604,-0.2975117504691645,-0.8038565089679606,pop,74,7
9,-0.029777870893218594,-0.3247687318326017,0.6375693236837761,-0.3664419618579737,-0.4985940443227568,-0.7256675802245199,0.3972025458444111,0.12797768663847453,-0.2861623872114063,-0.3575934587270462,-0.6654800136091679,-0.8086503288655305,0.5946666666666669,-1.0,0.4880605466961835,-0.53557921608531,-0.2522822182217627,-0.39536812221642814,0.6944949789109284,-0.2568389937413852,0.04966308352734361,-0.4473622653824103,0.7430196474662836,-0.6298205564458791,0.12275622310440808,-0.3632511533298501,0.4975817517474682,-0.4279553172210677,0.19445420817077086,-0.32575088278020203,0.5502458564448396,-0.6830487914446063,0.0002663321034770405,-0.5220297387856688,0.1709555194712589,-0.6761275826443346,-0.21766532454901125,-0.6730585146052971,0.3541708276746379,-0.7329492442888139,-0.32441942021490444,-0.014310827432062691,-0.04383467093365945,0.3624918707361173,0.0002116743444042779,-0.05781263709862339,0.44871517793412896,0.2278614368923495,0.04452938808861085,-0.17957969352216918,-0.11202219365209533,0.36153523145968,0.22927939909925146,0.44086433247140056,0.33384062989347885,0.4379174850104661,0.3640562897954371,0.2472688552218234,0.12175473693446115,-0.052479242303475886,-0.19016557266647735,0.03589915793956089,-0.2508088535958705,-0.12617685349427998,0.8240804434707428,-0.521808592209265,0.8889388994719736,-0.6605489888542413,0.7165588011813688,-0.811299695737246,0.7320161153470822,-0.7560341114149306,0.6167782671031945,-0.732102587162448,0.6545485779585349,-0.7654454537798671,0.6226746494071245,-0.6880917137048267,0.6679905184204165,-0.657457721642947,0.6475239008987482,-0.6095497946843146,0.666687390318407,-0.6279395014241819,-0.2778408816105059,-0.7371328154775196,-0.46149541594498,-0.34296967144470736,0.1847902778954269,-0.5209615393950966,-0.2576631704984023,0.005814857294536457,0.08813959401974893,-0.5916527319356755,0.060436267108208715,-0.3981448582352728,pop,8,7
